,before,special_price,after,name,capcity_GB,RAM,processer,Colour,model,meta_keyword
299,519,,381.7391,شاومي سلسلة ريدمي,‎64‎ GB‎,‎3 جيجابايت رام‎,‎لون أزرق أرجواني‎,,‎ريدمي ‎9‎C‎,"Xiaomi,شاومي سلسلة ريدمي,MZB07PVEN,64 GB,لون أزرق أرجواني,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
300,419,,338.2609,شاومي سلسلة ريدمي,‎32‎ GB‎,‎2 جيجابايت رام‎,‎رمادي جرافيت‎,,‎ريدمي ‎9‎A‎,"Xiaomi,شاومي سلسلة ريدمي,MZB9950EN,32 GB,رمادي جرافيت,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
301,4099,,3129.5652,شاومي) 12),‎سعة 256 جيجابايت‎,‎12 جيجابايت رام‎,‎ازرق‎,,‎12 برو‎,"Xiaomi,شاومي) 12),MZB0ADTEN,سعة 256 جيجابايت,ازرق,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
302,7999,,6955.6522,هواوي) ميت),‎512‎ GB‎,‎8 جيجابايت رام‎,‎كوالكوم سناب دراغون 888‎,‎اسود‎,‎ميت اكس اس 2‎,"هواوي,هواوي) ميت),51097CKT,سعة 512 ميجابايت,اسود,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
303,849,,738.2609,موتورولا) موتو جي),‎سعة 128 جيجابايت‎,‎4 جيجابايت رام‎,‎+ كوالكوم سناب دراغون 480‎,‎Frosted Blue‎,‎موتو جي 62‎,"موتورولا,موتورولا) موتو جي),PAU90017AE,سعة 128 جيجابايت,,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
304,499,,433.913,سامسونج) جالكسي ايه),‎64‎ GB‎,‎4 جيجابايت رام‎,‎احمر‎,,‎جالكسي ايه03‎,"سامسونج,سامسونج) جالكسي ايه),SMA035FZRGMEA,64 GB,احمر,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
305,1499,,1303.4783,أوبو رينو,‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم سناب دراغون 695‎,‎لون طيف قوس قزح‎,‎رينو ‎7‎Z‎,"أوبو,أوبو رينو,CPH2343RAIN,سعة 128 جيجابايت,,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
306,2799,,2433.913,أوبو رينو,‎سعة 256 جيجابايت‎,‎12 جيجابايت رام‎,‎ميدياتك ديمنستي 1200 ماكس‎,‎أسود‎,‎رينو 7 برو‎,"أوبو,أوبو رينو,CPH2293BLK,سعة 256 جيجابايت,أسود,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
307,3599,,2520.8696,شاومي) 12),‎سعة 256 جيجابايت‎,‎12 جيجابايت رام‎,‎الجيل الاول ‎-‎ كوالكوم سناب دراغون 8‎,‎ازرق‎,12,"Xiaomi,شاومي) 12),MZB0AP9EN,سعة 256 جيجابايت,ازرق,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
308,3999,,3477.3913,(Honor) Magic,‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎الجيل الاول ‎-‎ كوالكوم سناب دراغون 8‎,‎أزرق سماوي‎,‎ماجيك4 برو‎,"هونر,,5109AFEE,سعة 256 جيجابايت,سماوي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
309,4099,,3129.5652,شاومي) 12),‎سعة 256 جيجابايت‎,‎12 جيجابايت رام‎,‎بنفسجي‎,,‎12 برو‎,"Xiaomi,شاومي) 12),MZB0ADHEN,سعة 256 جيجابايت,بنفسجي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
310,2599,,2260.0,شاومي سلسلة بوكو فون,‎سعة 256 جيجابايت‎,‎12 جيجابايت رام‎,‎الجيل الاول ‎-‎ كوالكوم سناب دراغون 8‎,‎Stealth Black‎,‎بوكو اف 4 جي تي‎,"Xiaomi,شاومي سلسلة بوكو فون,MZB0BJREN,سعة 256 جيجابايت,أسود,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
311,3999,,3477.3913,(Honor) Magic,‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎الجيل الاول ‎-‎ كوالكوم سناب دراغون 8‎,‎اسود‎,‎ماجيك4 برو‎,"هونر,,5109AFEC,سعة 256 جيجابايت,اسود,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
312,1299,,1042.6087, هونر اكس,‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم سناب دراغون 695‎,‎أسود منتصف الليل‎,X9,"هونر, هونر اكس,5109AGTW,سعة 256 جيجابايت,أسود منتصف الليل,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
313,1499,,1173.0435,شاومي سلسلة ريدمي,‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎Snapdragon ‎695‎ (5‎G)‎,‎رمادي جرافيت‎,‎ريدمي نوت 11 برو ‎5‎G‎,"Xiaomi,شاومي سلسلة ريدمي,MZB0AU3EN,سعة 128 جيجابايت,رمادي جرافيت,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
314,2599,,2260.0,شاومي سلسلة بوكو فون,‎سعة 256 جيجابايت‎,‎12 جيجابايت رام‎,‎الجيل الاول ‎-‎ كوالكوم سناب دراغون 8‎,‎Knight Silver‎,‎بوكو اف 4 جي تي‎,"Xiaomi,شاومي سلسلة بوكو فون,MZB0BJIEN,سعة 256 جيجابايت,,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
315,3299,,2260.0,شاومي) 12),‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎الجيل الاول ‎-‎ كوالكوم سناب دراغون 8‎,‎ازرق‎,12,"Xiaomi,شاومي) 12),MZB0ACVEN,سعة 256 جيجابايت,ازرق,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
316,1899,,1651.3043,شاومي سلسلة ريدمي,‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎ميدياتك ديمنستي 920‎,‎أخضر‎,‎+ريدمي نوت 11 برو ‎5‎G‎,"Xiaomi,شاومي سلسلة ريدمي,MZB0AGKEN,سعة 256 جيجابايت,أخضر,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
317,439,,381.7391,سامسونج) جالكسي ايه),‎32‎ GB‎,‎3 جيجابايت رام‎,‎اسود‎,,‎جالكسي ايه03‎,"سامسونج,سامسونج) جالكسي ايه),SMA035FZKDMEA,32 GB,اسود,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
318,899,,720.8696,شاومي سلسلة ريدمي,‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎كوالكوم سناب دراغون 680 6 nm‎,‎لون أزرق أرجواني‎,‎ريدمي نوت 11‎,"Xiaomi,شاومي سلسلة ريدمي,MZB0ANMEN,سعة 128 جيجابايت,لون أزرق أرجواني,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
319,1299,,1042.6087, هونر اكس,‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم سناب دراغون 695‎,‎فضي‎,X9,"هونر, هونر اكس,5109AGUB,سعة 256 جيجابايت,فضي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
320,7999,,6955.6522,هواوي) ميت),‎512‎ GB‎,‎8 جيجابايت رام‎,‎كوالكوم سناب دراغون 888‎,‎ ابيض‎,‎ميت اكس اس 2‎,"هواوي,هواوي) ميت),51097CKV,سعة 512 ميجابايت, ابيض,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
321,699,,607.8261,شاومي سلسلة ريدمي,‎سعة 128 جيجابايت‎,‎4 جيجابايت رام‎,‎MediaTek Helio G88‎‎,‎لون البحر الازرق‎,‎ريدمي 10 2022‎,"Xiaomi,شاومي سلسلة ريدمي,MZB0A7LEN,سعة 128 جيجابايت,لون البحر الازرق,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
322,729,,633.913,سامسونج) جالكسي ايه),‎سعة 128 جيجابايت‎,‎4 جيجابايت رام‎,‎ميدياتك هيليو G80‎‎,‎اسود‎,‎جالكسي ايه13‎,"سامسونج,سامسونج) جالكسي ايه),SMA137FZKHMEA,سعة 128 جيجابايت,اسود,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
323,1499,,1303.4783,أوبو رينو,‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم سناب دراغون 695‎,‎أسود كوزميك‎,‎رينو ‎7‎Z‎,"أوبو,أوبو رينو,CPH2343BLK,سعة 128 جيجابايت,أسود كوزميك,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
324,999,,781.7391,شاومي سلسلة ريدمي,‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎MediaTek Helio G96‎‎,‎رمادي جرافيت‎,‎ ريدمي نوت 11 اس‎,"Xiaomi,شاومي سلسلة ريدمي,MZB0AQBEN,سعة 128 جيجابايت,رمادي جرافيت,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
325,729,,633.913,سامسونج) جالكسي ايه),‎سعة 128 جيجابايت‎,‎4 جيجابايت رام‎,‎ميدياتك هيليو G80‎‎,‎أزرق فاتح‎,‎جالكسي ايه13‎,"سامسونج,سامسونج) جالكسي ايه),SMA137FLBHMEA,سعة 128 جيجابايت,ازرق فاتح,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
326,1149,,999.1304,أوبو ايه,‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم سناب دراغون 680‎,‎أزرق‎,A96,"أوبو,أوبو ايه,CPH2333BLU,سعة 256 جيجابايت,أزرق,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
327,899,,720.8696,شاومي سلسلة ريدمي,‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎كوالكوم سناب دراغون 680 6 nm‎,‎رمادي جرافيت‎,‎ريدمي نوت 11‎,"Xiaomi,شاومي سلسلة ريدمي,MZB0ALMEN,سعة 128 جيجابايت,رمادي جرافيت,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
328,1149,,999.1304,أوبو ايه,‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم سناب دراغون 680‎,‎أسود‎,A96,"أوبو,أوبو ايه,CPH2333BLK,سعة 256 جيجابايت,أسود,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
329,1099,,955.6522,فيفو واي,‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎ميدياتك MT6833‎‎,‎أسود‎,Y55,"vivo,فيفو واي,5660217,سعة 128 جيجابايت,أسود,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
330,699,,607.8261,شاومي سلسلة ريدمي,‎سعة 128 جيجابايت‎,‎4 جيجابايت رام‎,‎MediaTek Helio G88‎‎,‎رمادي‎,‎ريدمي 10 2022‎,"Xiaomi,شاومي سلسلة ريدمي,MZB0A7DEN,سعة 128 جيجابايت,رمادي,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
331,1899,,1520.8696,شاومي سلسلة ريدمي,‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎ميدياتك ديمنستي 920‎,‎نجمة زرقاء‎,‎+ريدمي نوت 11 برو ‎5‎G‎,"Xiaomi,شاومي سلسلة ريدمي,MZB0AGIEN,سعة 256 جيجابايت,نجمة زرقاء,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
332,1199,,955.6522, هونر اكس,‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم سناب دراغون 695‎,‎فضي‎,X9,"هونر, هونر اكس,5109AEDD,سعة 128 جيجابايت,فضي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
333,1099,,955.6522,فيفو واي,‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎ميدياتك MT6833‎‎,‎لون كوني مشع‎,Y55,"vivo,فيفو واي,5660218,سعة 128 جيجابايت,,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
334,699,,607.8261,أوبو ايه,‎64‎ GB‎,‎4 جيجابايت رام‎,‎ميدياتك هيليو جي 35‎,‎Glowing Black‎,A57,"أوبو,أوبو ايه,CPH2387BLK,64 GB,,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
